"Order_ID","Order_Date","Customer_ID","Customer_Name","Product","Category","Quantity","Price","Sales","Profit","City","State","Region","Year","Month","Quarter","Month_Name","Profit_Margin","Is_Outlier"
"EC-1292",2024-03-26,"CUST-120","Evelyn Harris","Premium Notebook Pack","Office Supplies",1,1200,1200,584.99,"Chicago","Illinois","Central",2024,3,"Q1","Mar",0.4875,FALSE
"EC-1293",2025-09-17,"CUST-102","Jane Smith","Waterproof Leather Jacket","Clothing",1,14900,14900,6088.96,"Seattle","Washington","West",2025,9,"Q3","Sep",0.4087,FALSE
"EC-1294",2024-09-06,"CUST-131","Jack King","Denim Jeans","Clothing",2,4900,9800,3952.56,"Atlanta","Georgia","South",2024,9,"Q3","Sep",0.4033,FALSE
"EC-1295",2024-06-17,"CUST-125","Joseph Lee","Ergonomic Office Chair","Furniture",1,20500,20500,2991.49,"Chicago","Illinois","Central",2024,6,"Q2","Jun",0.1459,FALSE
"EC-1296",2026-01-01,"CUST-110","Isabella Wilson","Denim Jeans","Clothing",3,4900,14700,4478.19,"Los Angeles","California","West",2026,1,"Q1","Jan",0.3046,FALSE
"EC-1297",2025-07-03,"CUST-146","Lillian Phillips","Running Shoes","Clothing",3,9900,29700,12461.76,"Atlanta","Georgia","South",2025,7,"Q3","Jul",0.4196,FALSE
"EC-1298",2024-12-27,"CUST-132","Scarlett Wright","iPhone 15 Pro","Electronics",4,82900,331600,115345.89,"Boston","Massachusetts","East",2024,12,"Q4","Dec",0.3478,TRUE
"EC-1299",2025-04-01,"CUST-136","Victoria Green","LED Desk Lamp","Furniture",2,4000,8000,1183.19,"Los Angeles","California","West",2025,4,"Q2","Apr",0.1479,FALSE
"EC-1300",2026-06-13,"CUST-148","Nora Parker","LED Desk Lamp","Furniture",1,4000,4000,665.08,"Miami","Florida","South",2026,6,"Q2","Jun",0.1663,FALSE
"EC-1301",2026-05-07,"CUST-115","Ethan Jackson","Dry Erase Whiteboard","Office Supplies",2,3700,7400,3076.94,"Houston","Texas","Central",2026,5,"Q2","May",0.4158,FALSE
"EC-1302",2024-04-24,"CUST-123","David Rodriguez","Gel Pen Set (12-pack)","Office Supplies",2,900,1800,1053.1,"Seattle","Washington","West",2024,4,"Q2","Apr",0.5851,FALSE
"EC-1303",2026-05-22,"CUST-124","Elizabeth Lewis","Modern Sofa","Furniture",1,74500,74500,-5757.75,"Boston","Massachusetts","East",2026,5,"Q2","May",-0.0773,FALSE
"EC-1304",2026-02-17,"CUST-125","Joseph Lee","Running Shoes","Clothing",1,9900,9900,4160.74,"Miami","Florida","South",2026,2,"Q1","Feb",0.4203,FALSE
"EC-1305",2026-01-01,"CUST-111","Lucas Anderson","Sony WH-1000XM5","Electronics",1,33000,33000,6964.33,"Houston","Texas","Central",2026,1,"Q1","Jan",0.211,FALSE
"EC-1306",2024-07-31,"CUST-119","Matthew White","Gel Pen Set (12-pack)","Office Supplies",2,900,1800,934.15,"Atlanta","Georgia","South",2024,7,"Q3","Jul",0.519,FALSE
"EC-1307",2024-10-18,"CUST-142","Penelope Mitchell","Ergonomic Office Chair","Furniture",2,20500,41000,2722.7,"Houston","Texas","Central",2024,10,"Q4","Oct",0.0664,FALSE
"EC-1308",2025-03-01,"CUST-134","Grace Hill","iPhone 15 Pro","Electronics",2,82900,165800,48539.21,"Boston","Massachusetts","East",2025,3,"Q1","Mar",0.2928,TRUE
"EC-1309",2024-08-01,"CUST-105","William Brown","Premium Notebook Pack","Office Supplies",1,1200,1200,530.53,"Chicago","Illinois","Central",2024,8,"Q3","Aug",0.4421,FALSE
"EC-1310",2025-03-13,"CUST-119","Matthew White","Modern Sofa","Furniture",1,74500,74500,8731.13,"New York","New York","East",2025,3,"Q1","Mar",0.1172,FALSE
"EC-1311",2026-04-06,"CUST-123","David Rodriguez","Cotton Slim Fit T-Shirt","Clothing",5,2000,10000,3609.94,"Miami","Florida","South",2026,4,"Q2","Apr",0.361,FALSE
"EC-1312",2025-09-16,"CUST-143","Wyatt Perez","Premium Notebook Pack","Office Supplies",1,1200,1200,701.69,"Los Angeles","California","West",2025,9,"Q3","Sep",0.5847,FALSE
"EC-1313",2025-06-25,"CUST-150","Zoe Edwards","Modern Sofa","Furniture",2,74500,149000,22797.69,"Nashville","Tennessee","South",2025,6,"Q2","Jun",0.153,FALSE
"EC-1314",2025-11-29,"CUST-143","Wyatt Perez","iPhone 15 Pro","Electronics",5,82900,414500,81040.01,"Boston","Massachusetts","East",2025,11,"Q4","Nov",0.1955,TRUE
"EC-1315",2025-04-13,"CUST-142","Penelope Mitchell","Gel Pen Set (12-pack)","Office Supplies",3,900,2700,1569.27,"Boston","Massachusetts","East",2025,4,"Q2","Apr",0.5812,FALSE
"EC-1316",2026-05-25,"CUST-105","William Brown","Modern Sofa","Furniture",1,74500,74500,15592.18,"Chicago","Illinois","Central",2026,5,"Q2","May",0.2093,FALSE
"EC-1317",2025-07-12,"CUST-145","Matthew Turner","Modern Sofa","Furniture",1,74500,74500,11863.34,"Los Angeles","California","West",2025,7,"Q3","Jul",0.1592,FALSE
"EC-1318",2024-04-14,"CUST-121","Logan Martin","Sony WH-1000XM5","Electronics",2,33000,66000,8987.5,"Dallas","Texas","Central",2024,4,"Q2","Apr",0.1362,FALSE
"EC-1319",2024-07-20,"CUST-142","Penelope Mitchell","iPhone 15 Pro","Electronics",2,82900,165800,44174.28,"Houston","Texas","Central",2024,7,"Q3","Jul",0.2664,TRUE
"EC-1320",2024-03-28,"CUST-117","Daniel Lee","Gel Pen Set (12-pack)","Office Supplies",1,900,900,575.84,"Dallas","Texas","Central",2024,3,"Q1","Mar",0.6398,FALSE
"EC-1321",2025-01-04,"CUST-135","Owen Scott","Gel Pen Set (12-pack)","Office Supplies",4,900,3600,2203.38,"New York","New York","East",2025,1,"Q1","Jan",0.612,FALSE
"EC-1322",2025-01-25,"CUST-146","Lillian Phillips","iPhone 15 Pro","Electronics",4,82900,331600,75428.95,"Philadelphia","Pennsylvania","East",2025,1,"Q1","Jan",0.2275,TRUE
"EC-1323",2025-02-01,"CUST-110","Isabella Wilson","Solid Oak Dining Table","Furniture",1,66000,66000,9367.81,"Dallas","Texas","Central",2025,2,"Q1","Feb",0.1419,FALSE
"EC-1324",2024-09-24,"CUST-128","Sofia Allen","Denim Jeans","Clothing",1,4900,4900,2080.57,"Atlanta","Georgia","South",2024,9,"Q3","Sep",0.4246,FALSE
"EC-1325",2025-11-23,"CUST-134","Grace Hill","Premium Notebook Pack","Office Supplies",2,1200,2400,1118.55,"Chicago","Illinois","Central",2025,11,"Q4","Nov",0.4661,FALSE
"EC-1326",2026-03-29,"CUST-122","Abigail Clark","Premium Notebook Pack","Office Supplies",1,1200,1200,591.65,"Philadelphia","Pennsylvania","East",2026,3,"Q1","Mar",0.493,FALSE
"EC-1327",2025-06-05,"CUST-105","William Brown","Denim Jeans","Clothing",3,4900,14700,7651.74,"Seattle","Washington","West",2025,6,"Q2","Jun",0.5205,FALSE
"EC-1328",2024-04-30,"CUST-124","Elizabeth Lewis","Ergonomic Office Chair","Furniture",1,20500,20500,-1438.28,"Boston","Massachusetts","East",2024,4,"Q2","Apr",-0.0702,FALSE
"EC-1329",2025-08-23,"CUST-112","Mia Thomas","iPad Air","Electronics",3,49000,147000,29507.95,"Philadelphia","Pennsylvania","East",2025,8,"Q3","Aug",0.2007,FALSE
"EC-1330",2024-02-06,"CUST-115","Ethan Jackson","Denim Jeans","Clothing",2,4900,9800,3392.07,"Miami","Florida","South",2024,2,"Q1","Feb",0.3461,FALSE
"EC-1331",2025-12-06,"CUST-126","Avery Walker","iPad Air","Electronics",1,49000,49000,12777.78,"Los Angeles","California","West",2025,12,"Q4","Dec",0.2608,FALSE
"EC-1332",2024-06-11,"CUST-138","Chloe Baker","Modern Sofa","Furniture",1,74500,74500,16696.85,"Los Angeles","California","West",2024,6,"Q2","Jun",0.2241,FALSE
"EC-1333",2025-02-21,"CUST-133","Luke Lopez","Premium Notebook Pack","Office Supplies",1,1200,1200,578.9,"New York","New York","East",2025,2,"Q1","Feb",0.4824,FALSE
"EC-1334",2026-03-05,"CUST-128","Sofia Allen","Gel Pen Set (12-pack)","Office Supplies",5,900,4500,2899.29,"Boston","Massachusetts","East",2026,3,"Q1","Mar",0.6443,FALSE
"EC-1335",2024-02-15,"CUST-123","David Rodriguez","Heavy Duty Stapler","Office Supplies",1,1800,1800,676.69,"Miami","Florida","South",2024,2,"Q1","Feb",0.3759,FALSE
"EC-1336",2024-10-13,"CUST-145","Matthew Turner","Running Shoes","Clothing",2,9900,19800,5813.16,"Nashville","Tennessee","South",2024,10,"Q4","Oct",0.2936,FALSE
"EC-1337",2026-05-08,"CUST-141","Henry Carter","Gel Pen Set (12-pack)","Office Supplies",4,900,3600,1931.84,"Boston","Massachusetts","East",2026,5,"Q2","May",0.5366,FALSE
"EC-1338",2025-04-08,"CUST-114","Charlotte Moore","Dry Erase Whiteboard","Office Supplies",4,3700,14800,8016.26,"Los Angeles","California","West",2025,4,"Q2","Apr",0.5416,FALSE
"EC-1339",2026-05-17,"CUST-112","Mia Thomas","Solid Oak Dining Table","Furniture",3,66000,198000,-25002.06,"Philadelphia","Pennsylvania","East",2026,5,"Q2","May",-0.1263,TRUE
"EC-1340",2025-01-10,"CUST-118","Harper Thompson","Dell XPS 15","Electronics",3,124000,372000,69915.91,"Dallas","Texas","Central",2025,1,"Q1","Jan",0.1879,TRUE
"EC-1341",2026-03-31,"CUST-107","James Garcia","Cotton Slim Fit T-Shirt","Clothing",1,2000,2000,1030.87,"Dallas","Texas","Central",2026,3,"Q1","Mar",0.5154,FALSE
"EC-1342",2024-10-06,"CUST-116","Amelia Martin","Premium Notebook Pack","Office Supplies",3,1200,3600,1838.86,"New York","New York","East",2024,10,"Q4","Oct",0.5108,FALSE
"EC-1343",2026-01-25,"CUST-112","Mia Thomas","Denim Jeans","Clothing",2,4900,9800,4475.18,"Los Angeles","California","West",2026,1,"Q1","Jan",0.4567,FALSE
"EC-1344",2025-02-07,"CUST-144","Layla Roberts","Waterproof Leather Jacket","Clothing",2,14900,29800,13138.36,"Los Angeles","California","West",2025,2,"Q1","Feb",0.4409,FALSE
"EC-1345",2025-12-15,"CUST-106","Olivia Jones","Dry Erase Whiteboard","Office Supplies",2,3700,7400,3955.47,"Atlanta","Georgia","South",2025,12,"Q4","Dec",0.5345,FALSE
"EC-1346",2024-08-12,"CUST-119","Matthew White","Dell XPS 15","Electronics",2,124000,248000,47008.72,"Atlanta","Georgia","South",2024,8,"Q3","Aug",0.1896,TRUE
"EC-1347",2025-01-13,"CUST-150","Zoe Edwards","Ergonomic Office Chair","Furniture",1,20500,20500,394.49,"Seattle","Washington","West",2025,1,"Q1","Jan",0.0192,FALSE
"EC-1348",2024-07-24,"CUST-102","Jane Smith","LED Desk Lamp","Furniture",1,4000,4000,380.89,"Dallas","Texas","Central",2024,7,"Q3","Jul",0.0952,FALSE
"EC-1349",2024-12-13,"CUST-108","Sophia Martinez","Modern Sofa","Furniture",2,74500,149000,-7895.78,"Chicago","Illinois","Central",2024,12,"Q4","Dec",-0.053,FALSE
"EC-1350",2026-03-11,"CUST-124","Elizabeth Lewis","iPhone 15 Pro","Electronics",1,82900,82900,28106.45,"Atlanta","Georgia","South",2026,3,"Q1","Mar",0.339,FALSE
"EC-1351",2025-08-27,"CUST-121","Logan Martin","LED Desk Lamp","Furniture",4,4000,16000,3332.75,"Miami","Florida","South",2025,8,"Q3","Aug",0.2083,FALSE
"EC-1352",2026-03-14,"CUST-133","Luke Lopez","Gel Pen Set (12-pack)","Office Supplies",2,900,1800,705.53,"San Francisco","California","West",2026,3,"Q1","Mar",0.392,FALSE
"EC-1353",2024-10-27,"CUST-125","Joseph Lee","Sony WH-1000XM5","Electronics",4,33000,132000,31262.65,"Seattle","Washington","West",2024,10,"Q4","Oct",0.2368,FALSE
"EC-1354",2026-05-13,"CUST-147","Daniel Campbell","Denim Jeans","Clothing",1,4900,4900,1732.69,"Dallas","Texas","Central",2026,5,"Q2","May",0.3536,FALSE
"EC-1355",2024-12-23,"CUST-128","Sofia Allen","Dell XPS 15","Electronics",3,124000,372000,126838.58,"New York","New York","East",2024,12,"Q4","Dec",0.341,TRUE
"EC-1356",2025-11-14,"CUST-150","Zoe Edwards","Solid Oak Dining Table","Furniture",1,66000,66000,6384.75,"Houston","Texas","Central",2025,11,"Q4","Nov",0.0967,FALSE
"EC-1357",2026-02-03,"CUST-146","Lillian Phillips","Modern Sofa","Furniture",1,74500,74500,7556.41,"Los Angeles","California","West",2026,2,"Q1","Feb",0.1014,FALSE
"EC-1358",2025-10-08,"CUST-125","Joseph Lee","Sony WH-1000XM5","Electronics",1,33000,33000,8859.99,"San Francisco","California","West",2025,10,"Q4","Oct",0.2685,FALSE
"EC-1359",2026-05-25,"CUST-133","Luke Lopez","Heavy Duty Stapler","Office Supplies",3,1800,5400,3477.58,"Miami","Florida","South",2026,5,"Q2","May",0.644,FALSE
"EC-1360",2026-02-11,"CUST-106","Olivia Jones","Sony WH-1000XM5","Electronics",1,33000,33000,7959.49,"San Francisco","California","West",2026,2,"Q1","Feb",0.2412,FALSE
"EC-1361",2024-06-07,"CUST-119","Matthew White","Dell XPS 15","Electronics",4,124000,496000,125058.47,"Atlanta","Georgia","South",2024,6,"Q2","Jun",0.2521,TRUE
"EC-1362",2025-10-14,"CUST-136","Victoria Green","Ergonomic Office Chair","Furniture",2,20500,41000,4273.3,"Atlanta","Georgia","South",2025,10,"Q4","Oct",0.1042,FALSE
"EC-1363",2025-01-12,"CUST-121","Logan Martin","Dry Erase Whiteboard","Office Supplies",3,3700,11100,4455.65,"Philadelphia","Pennsylvania","East",2025,1,"Q1","Jan",0.4014,FALSE
"EC-1364",2025-06-25,"CUST-101","John Doe","Heavy Duty Stapler","Office Supplies",2,1800,3600,1729.41,"Los Angeles","California","West",2025,6,"Q2","Jun",0.4804,FALSE
"EC-1365",2024-02-23,"CUST-101","John Doe","Solid Oak Dining Table","Furniture",2,66000,132000,28282.72,"Nashville","Tennessee","South",2024,2,"Q1","Feb",0.2143,FALSE
"EC-1366",2025-05-28,"CUST-101","John Doe","Cotton Slim Fit T-Shirt","Clothing",3,2000,6000,2535.61,"San Francisco","California","West",2025,5,"Q2","May",0.4226,FALSE
"EC-1367",2025-06-23,"CUST-115","Ethan Jackson","Sony WH-1000XM5","Electronics",4,33000,132000,43420.32,"Houston","Texas","Central",2025,6,"Q2","Jun",0.3289,TRUE
"EC-1368",2025-01-21,"CUST-126","Avery Walker","Dell XPS 15","Electronics",4,124000,496000,113435.89,"Boston","Massachusetts","East",2025,1,"Q1","Jan",0.2287,TRUE
"EC-1369",2025-09-14,"CUST-127","Jackson Hall","Solid Oak Dining Table","Furniture",2,66000,132000,-5243.36,"Atlanta","Georgia","South",2025,9,"Q3","Sep",-0.0397,FALSE
"EC-1370",2024-07-30,"CUST-118","Harper Thompson","Waterproof Leather Jacket","Clothing",3,14900,44700,22175.02,"Nashville","Tennessee","South",2024,7,"Q3","Jul",0.4961,FALSE
"EC-1371",2026-01-16,"CUST-121","Logan Martin","Dry Erase Whiteboard","Office Supplies",3,3700,11100,5638.26,"Dallas","Texas","Central",2026,1,"Q1","Jan",0.508,FALSE
"EC-1372",2024-09-21,"CUST-130","Ella Hernandez","iPhone 15 Pro","Electronics",3,82900,248700,73392.17,"Philadelphia","Pennsylvania","East",2024,9,"Q3","Sep",0.2951,TRUE
"EC-1373",2026-04-01,"CUST-111","Lucas Anderson","Gel Pen Set (12-pack)","Office Supplies",1,900,900,361.03,"Philadelphia","Pennsylvania","East",2026,4,"Q2","Apr",0.4011,FALSE
"EC-1374",2024-05-17,"CUST-133","Luke Lopez","Ergonomic Office Chair","Furniture",2,20500,41000,1925.11,"Los Angeles","California","West",2024,5,"Q2","May",0.047,FALSE
"EC-1375",2025-12-11,"CUST-130","Ella Hernandez","iPad Air","Electronics",1,49000,49000,10618.72,"Dallas","Texas","Central",2025,12,"Q4","Dec",0.2167,FALSE
"EC-1376",2025-09-18,"CUST-110","Isabella Wilson","Dell XPS 15","Electronics",2,124000,248000,81405.72,"Miami","Florida","South",2025,9,"Q3","Sep",0.3282,TRUE
"EC-1377",2025-08-16,"CUST-141","Henry Carter","Sony WH-1000XM5","Electronics",2,33000,66000,8615.68,"Atlanta","Georgia","South",2025,8,"Q3","Aug",0.1305,FALSE
"EC-1378",2025-02-12,"CUST-137","Gabriel Adams","Denim Jeans","Clothing",1,4900,4900,2059.44,"Houston","Texas","Central",2025,2,"Q1","Feb",0.4203,FALSE
"EC-1379",2025-09-11,"CUST-138","Chloe Baker","Solid Oak Dining Table","Furniture",5,66000,330000,61646.01,"Los Angeles","California","West",2025,9,"Q3","Sep",0.1868,TRUE
"EC-1380",2024-07-20,"CUST-143","Wyatt Perez","Waterproof Leather Jacket","Clothing",5,14900,74500,34686.68,"San Francisco","California","West",2024,7,"Q3","Jul",0.4656,FALSE
"EC-1381",2024-03-13,"CUST-137","Gabriel Adams","Solid Oak Dining Table","Furniture",5,66000,330000,59351.78,"Houston","Texas","Central",2024,3,"Q1","Mar",0.1799,TRUE
"EC-1382",2025-10-20,"CUST-119","Matthew White","Cotton Slim Fit T-Shirt","Clothing",1,2000,2000,854.08,"Philadelphia","Pennsylvania","East",2025,10,"Q4","Oct",0.427,FALSE
"EC-1383",2024-11-30,"CUST-106","Olivia Jones","Heavy Duty Stapler","Office Supplies",1,1800,1800,665.98,"Dallas","Texas","Central",2024,11,"Q4","Nov",0.37,FALSE
"EC-1384",2024-02-15,"CUST-108","Sophia Martinez","Gel Pen Set (12-pack)","Office Supplies",5,900,4500,1939.66,"Dallas","Texas","Central",2024,2,"Q1","Feb",0.431,FALSE
"EC-1385",2024-09-03,"CUST-116","Amelia Martin","Waterproof Leather Jacket","Clothing",2,14900,29800,11280.51,"New York","New York","East",2024,9,"Q3","Sep",0.3785,FALSE
"EC-1386",2024-05-10,"CUST-117","Daniel Lee","Waterproof Leather Jacket","Clothing",3,14900,44700,21481.05,"Dallas","Texas","Central",2024,5,"Q2","May",0.4806,FALSE
"EC-1387",2024-05-29,"CUST-144","Layla Roberts","Sony WH-1000XM5","Electronics",4,33000,132000,32383.62,"Philadelphia","Pennsylvania","East",2024,5,"Q2","May",0.2453,FALSE
"EC-1388",2024-03-01,"CUST-142","Penelope Mitchell","Sony WH-1000XM5","Electronics",5,33000,165000,21018.98,"Chicago","Illinois","Central",2024,3,"Q1","Mar",0.1274,FALSE
"EC-1389",2024-01-20,"CUST-108","Sophia Martinez","Solid Oak Dining Table","Furniture",2,66000,132000,-4020.82,"Houston","Texas","Central",2024,1,"Q1","Jan",-0.0305,FALSE
"EC-1390",2025-11-12,"CUST-140","Camila Nelson","LED Desk Lamp","Furniture",3,4000,12000,-1001.35,"San Francisco","California","West",2025,11,"Q4","Nov",-0.0834,FALSE
"EC-1391",2024-12-19,"CUST-139","Carter Gonzalez","iPhone 15 Pro","Electronics",1,82900,82900,18781.21,"Seattle","Washington","West",2024,12,"Q4","Dec",0.2266,FALSE
"EC-1392",2025-06-12,"CUST-146","Lillian Phillips","Heavy Duty Stapler","Office Supplies",1,1800,1800,1026.83,"Los Angeles","California","West",2025,6,"Q2","Jun",0.5705,FALSE
"EC-1393",2024-03-22,"CUST-147","Daniel Campbell","iPad Air","Electronics",4,49000,196000,44298.37,"Dallas","Texas","Central",2024,3,"Q1","Mar",0.226,TRUE
"EC-1394",2024-07-29,"CUST-147","Daniel Campbell","iPhone 15 Pro","Electronics",1,82900,82900,26966.51,"New York","New York","East",2024,7,"Q3","Jul",0.3253,FALSE
"EC-1395",2024-06-22,"CUST-111","Lucas Anderson","Premium Notebook Pack","Office Supplies",2,1200,2400,1273.91,"New York","New York","East",2024,6,"Q2","Jun",0.5308,FALSE
"EC-1396",2024-09-29,"CUST-142","Penelope Mitchell","Dell XPS 15","Electronics",1,124000,124000,16759.97,"San Francisco","California","West",2024,9,"Q3","Sep",0.1352,FALSE
"EC-1397",2024-04-03,"CUST-150","Zoe Edwards","Modern Sofa","Furniture",1,74500,74500,-6445.73,"Miami","Florida","South",2024,4,"Q2","Apr",-0.0865,FALSE
"EC-1398",2024-11-25,"CUST-115","Ethan Jackson","Heavy Duty Stapler","Office Supplies",4,1800,7200,4424.07,"Miami","Florida","South",2024,11,"Q4","Nov",0.6145,FALSE
"EC-1399",2025-03-04,"CUST-131","Jack King","iPad Air","Electronics",1,49000,49000,9850.21,"Atlanta","Georgia","South",2025,3,"Q1","Mar",0.201,FALSE
"EC-1400",2025-11-20,"CUST-147","Daniel Campbell","Ergonomic Office Chair","Furniture",2,20500,41000,-4656.44,"New York","New York","East",2025,11,"Q4","Nov",-0.1136,FALSE
"EC-1401",2024-06-27,"CUST-119","Matthew White","Modern Sofa","Furniture",2,74500,149000,-6251.18,"Houston","Texas","Central",2024,6,"Q2","Jun",-0.042,FALSE
"EC-1402",2024-03-14,"CUST-145","Matthew Turner","Ergonomic Office Chair","Furniture",2,20500,41000,-1632.12,"Atlanta","Georgia","South",2024,3,"Q1","Mar",-0.0398,FALSE
"EC-1403",2024-10-30,"CUST-123","David Rodriguez","iPad Air","Electronics",2,49000,98000,19801.83,"San Francisco","California","West",2024,10,"Q4","Oct",0.2021,FALSE
"EC-1404",2026-04-15,"CUST-125","Joseph Lee","Dry Erase Whiteboard","Office Supplies",2,3700,7400,2793.89,"Houston","Texas","Central",2026,4,"Q2","Apr",0.3776,FALSE
"EC-1405",2025-04-17,"CUST-103","Michael Johnson","iPhone 15 Pro","Electronics",4,82900,331600,57838.01,"Seattle","Washington","West",2025,4,"Q2","Apr",0.1744,TRUE
"EC-1406",2024-12-11,"CUST-128","Sofia Allen","Denim Jeans","Clothing",1,4900,4900,1853.79,"San Francisco","California","West",2024,12,"Q4","Dec",0.3783,FALSE
"EC-1407",2026-04-08,"CUST-142","Penelope Mitchell","Gel Pen Set (12-pack)","Office Supplies",3,900,2700,1425.83,"Miami","Florida","South",2026,4,"Q2","Apr",0.5281,FALSE
"EC-1408",2024-08-18,"CUST-116","Amelia Martin","Heavy Duty Stapler","Office Supplies",1,1800,1800,910.58,"San Francisco","California","West",2024,8,"Q3","Aug",0.5059,FALSE
"EC-1409",2024-12-31,"CUST-121","Logan Martin","Premium Notebook Pack","Office Supplies",3,1200,3600,1387.69,"Nashville","Tennessee","South",2024,12,"Q4","Dec",0.3855,FALSE
"EC-1410",2024-04-25,"CUST-145","Matthew Turner","iPad Air","Electronics",3,49000,147000,39949.81,"Dallas","Texas","Central",2024,4,"Q2","Apr",0.2718,TRUE
"EC-1411",2025-12-26,"CUST-127","Jackson Hall","Modern Sofa","Furniture",1,74500,74500,7994.01,"Boston","Massachusetts","East",2025,12,"Q4","Dec",0.1073,FALSE
"EC-1412",2024-04-17,"CUST-131","Jack King","iPad Air","Electronics",4,49000,196000,38684.17,"Los Angeles","California","West",2024,4,"Q2","Apr",0.1974,TRUE
"EC-1413",2025-10-20,"CUST-150","Zoe Edwards","Premium Notebook Pack","Office Supplies",3,1200,3600,2048.32,"Miami","Florida","South",2025,10,"Q4","Oct",0.569,FALSE
"EC-1414",2024-11-21,"CUST-133","Luke Lopez","Heavy Duty Stapler","Office Supplies",2,1800,3600,1791.53,"Philadelphia","Pennsylvania","East",2024,11,"Q4","Nov",0.4976,FALSE
"EC-1415",2026-01-17,"CUST-109","Benjamin Miller","Dell XPS 15","Electronics",1,124000,124000,16255.17,"Los Angeles","California","West",2026,1,"Q1","Jan",0.1311,FALSE
"EC-1416",2025-08-23,"CUST-143","Wyatt Perez","Heavy Duty Stapler","Office Supplies",2,1800,3600,1928.59,"Miami","Florida","South",2025,8,"Q3","Aug",0.5357,FALSE
"EC-1417",2025-06-25,"CUST-137","Gabriel Adams","LED Desk Lamp","Furniture",2,4000,8000,1773.84,"Nashville","Tennessee","South",2025,6,"Q2","Jun",0.2217,FALSE
"EC-1418",2025-09-09,"CUST-146","Lillian Phillips","Dell XPS 15","Electronics",2,124000,248000,39195.57,"Seattle","Washington","West",2025,9,"Q3","Sep",0.158,TRUE
"EC-1419",2024-04-12,"CUST-127","Jackson Hall","Cotton Slim Fit T-Shirt","Clothing",1,2000,2000,998.32,"San Francisco","California","West",2024,4,"Q2","Apr",0.4992,FALSE
"EC-1420",2026-01-24,"CUST-135","Owen Scott","Ergonomic Office Chair","Furniture",2,20500,41000,-2187.71,"Nashville","Tennessee","South",2026,1,"Q1","Jan",-0.0534,FALSE
"EC-1421",2024-12-10,"CUST-105","William Brown","Heavy Duty Stapler","Office Supplies",2,1800,3600,2256.58,"Nashville","Tennessee","South",2024,12,"Q4","Dec",0.6268,FALSE
"EC-1422",2024-09-14,"CUST-128","Sofia Allen","Sony WH-1000XM5","Electronics",2,33000,66000,21824.35,"Miami","Florida","South",2024,9,"Q3","Sep",0.3307,FALSE
"EC-1423",2025-01-27,"CUST-111","Lucas Anderson","Gel Pen Set (12-pack)","Office Supplies",1,900,900,471.78,"Los Angeles","California","West",2025,1,"Q1","Jan",0.5242,FALSE
"EC-1424",2024-07-02,"CUST-146","Lillian Phillips","Dell XPS 15","Electronics",3,124000,372000,44774.57,"New York","New York","East",2024,7,"Q3","Jul",0.1204,TRUE
"EC-1425",2026-04-22,"CUST-148","Nora Parker","Premium Notebook Pack","Office Supplies",1,1200,1200,775.86,"San Francisco","California","West",2026,4,"Q2","Apr",0.6466,FALSE
"EC-1426",2025-01-24,"CUST-137","Gabriel Adams","Gel Pen Set (12-pack)","Office Supplies",3,900,2700,1617.64,"Atlanta","Georgia","South",2025,1,"Q1","Jan",0.5991,FALSE
"EC-1427",2026-03-09,"CUST-108","Sophia Martinez","Dell XPS 15","Electronics",4,124000,496000,150498.67,"New York","New York","East",2026,3,"Q1","Mar",0.3034,TRUE
"EC-1428",2024-07-15,"CUST-138","Chloe Baker","Waterproof Leather Jacket","Clothing",2,14900,29800,15097.59,"Atlanta","Georgia","South",2024,7,"Q3","Jul",0.5066,FALSE
"EC-1429",2025-10-15,"CUST-121","Logan Martin","Ergonomic Office Chair","Furniture",1,20500,20500,1813.74,"Philadelphia","Pennsylvania","East",2025,10,"Q4","Oct",0.0885,FALSE
"EC-1430",2024-07-10,"CUST-104","Emily Davis","Dry Erase Whiteboard","Office Supplies",3,3700,11100,6920.78,"Houston","Texas","Central",2024,7,"Q3","Jul",0.6235,FALSE
"EC-1431",2026-01-15,"CUST-105","William Brown","Gel Pen Set (12-pack)","Office Supplies",1,900,900,448.22,"Boston","Massachusetts","East",2026,1,"Q1","Jan",0.498,FALSE
"EC-1432",2025-07-12,"CUST-124","Elizabeth Lewis","Heavy Duty Stapler","Office Supplies",1,1800,1800,815.76,"Los Angeles","California","West",2025,7,"Q3","Jul",0.4532,FALSE
"EC-1433",2024-07-11,"CUST-112","Mia Thomas","Waterproof Leather Jacket","Clothing",3,14900,44700,13097.71,"San Francisco","California","West",2024,7,"Q3","Jul",0.293,FALSE
"EC-1434",2025-02-28,"CUST-150","Zoe Edwards","Denim Jeans","Clothing",2,4900,9800,4800.65,"Dallas","Texas","Central",2025,2,"Q1","Feb",0.4899,FALSE
"EC-1435",2024-02-18,"CUST-139","Carter Gonzalez","LED Desk Lamp","Furniture",2,4000,8000,1078.13,"Dallas","Texas","Central",2024,2,"Q1","Feb",0.1348,FALSE
"EC-1436",2025-04-04,"CUST-128","Sofia Allen","Heavy Duty Stapler","Office Supplies",3,1800,5400,2838.17,"Philadelphia","Pennsylvania","East",2025,4,"Q2","Apr",0.5256,FALSE
"EC-1437",2024-01-22,"CUST-145","Matthew Turner","iPhone 15 Pro","Electronics",2,82900,165800,39619.27,"Dallas","Texas","Central",2024,1,"Q1","Jan",0.239,TRUE
